configuration,complete,dimension,value,nominal_conditions,seed,mean_coverage,macro_F1,MAE,macro_F1_mean,MAE_mean
W0-bN-m02,True,modality,V,16,43,0.9625686813186813,0.5890567651141706,0.6268153159764398,0.5853095213512621,0.6428518047434078
W0-bN-m02,True,rate,0.1,24,17,0.9809981684981685,0.5834071869406828,0.6807618581019458,0.5816561045485878,0.6451789379128251
W0-bN-m02,True,rate,0.1,24,29,0.9809981684981685,0.5765765761551406,0.6267378338115177,0.5816561045485878,0.6451789379128251
W0-bN-m02,True,rate,0.1,24,43,0.9809981684981685,0.5849845505499404,0.6280371218250117,0.5816561045485878,0.6451789379128251
W0-bN-m02,True,rate,0.3,24,17,0.9809981684981685,0.5759856530996831,0.6857192088952968,0.5802470549163526,0.6502005761046685
W0-bN-m02,True,rate,0.3,24,29,0.9809981684981685,0.5801859739146971,0.632644344937693,0.5802470549163526,0.6502005761046685
W0-bN-m02,True,rate,0.3,24,43,0.9809981684981685,0.5845695377346779,0.6322381744810158,0.5802470549163526,0.6502005761046685
W0-bN-m02,True,rate,0.5,24,17,0.9809981684981685,0.5687743942148663,0.6897214857898054,0.5749296603767164,0.6552492239138114
W0-bN-m02,True,rate,0.5,24,29,0.9809981684981685,0.5756587718588548,0.6397575820659983,0.5749296603767164,0.6552492239138114
W0-bN-m02,True,rate,0.5,24,43,0.9809981684981685,0.5803558150564281,0.6362686038856304,0.5749296603767164,0.6552492239138114
W0-bN-m02,True,rate,0.7,24,17,0.9720695970695972,0.5631834195443841,0.7008893651947092,0.5696258776522504,0.6675265697599836
W0-bN-m02,True,rate,0.7,24,29,0.9720695970695972,0.5724818965026934,0.654619284911863,0.5696258776522504,0.6675265697599836
W0-bN-m02,True,rate,0.7,24,43,0.9720695970695972,0.5732123169096736,0.6470710591733783,0.5696258776522504,0.6675265697599836
W0-bN-m02,True,position,back,24,17,0.9787660256410257,0.5715719752313094,0.693850629031365,0.5733518636631664,0.6561917173342157
W0-bN-m02,True,position,back,24,29,0.9787660256410257,0.5700222984667624,0.6414950143897484,0.5733518636631664,0.6561917173342157
W0-bN-m02,True,position,back,24,43,0.9787660256410257,0.5784613172914274,0.6332295085815335,0.5733518636631664,0.6561917173342157
W0-bN-m02,True,position,front,24,17,0.9787660256410257,0.5668894389910598,0.6936858155208389,0.5713561837482515,0.6610942589881649
W0-bN-m02,True,position,front,24,29,0.9787660256410257,0.5716501284047456,0.6451867655319575,0.5713561837482515,0.6610942589881649
W0-bN-m02,True,position,front,24,43,0.9787660256410257,0.5755289838489491,0.6444101959116982,0.5713561837482515,0.6610942589881649
W0-bN-m02,True,position,middle,24,17,0.9787660256410257,0.5791825426558227,0.6825711508275266,0.584382721126727,0.648050721143393
W0-bN-m02,True,position,middle,24,29,0.9787660256410257,0.5863657720646603,0.6308339610138148,0.584382721126727,0.648050721143393
W0-bN-m02,True,position,middle,24,43,0.9787660256410257,0.5875998486596979,0.6307470515888375,0.584382721126727,0.648050721143393
W0-bN-m02,True,position,random,24,17,0.9787660256410257,0.5737066969214243,0.6869843226020268,0.5773679289557626,0.652818610225515
W0-bN-m02,True,position,random,24,29,0.9787660256410257,0.5768650194952177,0.6362433047915512,0.5773679289557626,0.652818610225515
W0-bN-m02,True,position,random,24,43,0.9787660256410257,0.5815320704506456,0.6352282032829671,0.5773679289557626,0.652818610225515
W0-bN-zero,True,modality,A,16,17,0.992445054945055,0.5888298085674646,0.6806186198643008,0.5962550155056152,0.6445943788764317
W0-bN-zero,True,modality,A,16,29,0.992445054945055,0.601700241498149,0.6244461444764053,0.5962550155056152,0.6445943788764317
W0-bN-zero,True,modality,A,16,43,0.992445054945055,0.5982349964512319,0.6287183722885887,0.5962550155056152,0.6445943788764317
W0-bN-zero,True,modality,AV,16,17,0.9625686813186813,0.5899779795918174,0.6813647444570408,0.5959287383675453,0.6446417188554268
W0-bN-zero,True,modality,AV,16,29,0.9625686813186813,0.5997582996866343,0.6239746259506895,0.5959287383675453,0.6446417188554268
W0-bN-zero,True,modality,AV,16,43,0.9625686813186813,0.5980499358241843,0.62858578615855,0.5959287383675453,0.6446417188554268
W0-bN-zero,True,modality,T,16,17,1.0,0.565258548609851,0.6987696919251782,0.5756401413670128,0.6649240526595217
W0-bN-zero,True,modality,T,16,29,1.0,0.5827288301680383,0.6531272042306054,0.5756401413670128,0.6649240526595217
W0-bN-zero,True,modality,T,16,43,1.0,0.5789330453231493,0.6428752618227814,0.5756401413670128,0.6649240526595217
W0-bN-zero,True,modality,TA,16,17,0.992445054945055,0.5630089338499998,0.7013358197267295,0.5740873301558315,0.6674712828194954
W0-bN-zero,True,modality,TA,16,29,0.992445054945055,0.581493572523347,0.6550496544978059,0.5740873301558315,0.6674712828194954
W0-bN-zero,True,modality,TA,16,43,0.992445054945055,0.5777594840941476,0.6460283742339509,0.5740873301558315,0.6674712828194954
W0-bN-zero,True,modality,TV,16,17,0.9625686813186813,0.569048067268593,0.6949629753959256,0.5763658219369426,0.6627497235826495
W0-bN-zero,True,modality,TV,16,29,0.9625686813186813,0.5826325061683093,0.6508868667847792,0.5763658219369426,0.6627497235826495
W0-bN-zero,True,modality,TV,16,43,0.9625686813186813,0.5774168923739255,0.6423993285672436,0.5763658219369426,0.6627497235826495
W0-bN-zero,True,modality,V,16,17,0.9625686813186813,0.595781793481502,0.6785860256034609,0.5990336578979822,0.6428518047434078
W0-bN-zero,True,modality,V,16,29,0.9625686813186813,0.6036689083688624,0.6231540726503226,0.5990336578979822,0.6428518047434078
W0-bN-zero,True,modality,V,16,43,0.9625686813186813,0.5976502718435824,0.6268153159764398,0.5990336578979822,0.6428518047434078
W0-bN-zero,True,rate,0.1,24,17,0.9809981684981685,0.5914594069650482,0.6807618581019458,0.5952639813992832,0.6451789379128251
W0-bN-zero,True,rate,0.1,24,29,0.9809981684981685,0.5999355184663383,0.6267378338115177,0.5952639813992832,0.6451789379128251
W0-bN-zero,True,rate,0.1,24,43,0.9809981684981685,0.5943970187664631,0.6280371218250117,0.5952639813992832,0.6451789379128251
W0-bN-zero,True,rate,0.3,24,17,0.9809981684981685,0.5839332786756947,0.6857192088952968,0.5906546590871826,0.6502005761046685
W0-bN-zero,True,rate,0.3,24,29,0.9809981684981685,0.5963682305752247,0.632644344937693,0.5906546590871826,0.6502005761046685
W0-bN-zero,True,rate,0.3,24,43,0.9809981684981685,0.5916624680106285,0.6322381744810158,0.5906546590871826,0.6502005761046685
W0-bN-zero,True,rate,0.5,24,17,0.9809981684981685,0.5730981356703165,0.6897214857898054,0.5836578057873497,0.6552492239138114
W0-bN-zero,True,rate,0.5,24,29,0.9809981684981685,0.590152201722546,0.6397575820659983,0.5836578057873497,0.6552492239138114
W0-bN-zero,True,rate,0.5,24,43,0.9809981684981685,0.5877230799691867,0.6362686038856304,0.5836578057873497,0.6552492239138114
W0-bN-zero,True,rate,0.7,24,17,0.9720695970695972,0.5661125996017593,0.7008893651947092,0.5752973572134711,0.6675265697599836
W0-bN-zero,True,rate,0.7,24,29,0.9720695970695972,0.581532288178118,0.654619284911863,0.5752973572134711,0.6675265697599836
W0-bN-zero,True,rate,0.7,24,43,0.9720695970695972,0.5782471838605358,0.6470710591733783,0.5752973572134711,0.6675265697599836
W0-bN-zero,True,position,back,24,17,0.9787660256410257,0.5783548651545894,0.693850629031365,0.5826884833466749,0.6561917173342157
W0-bN-zero,True,position,back,24,29,0.9787660256410257,0.5858041566233237,0.6414950143897484,0.5826884833466749,0.6561917173342157
W0-bN-zero,True,position,back,24,43,0.9787660256410257,0.5839064282621114,0.6332295085815335,0.5826884833466749,0.6561917173342157
W0-bN-zero,True,position,front,24,17,0.9787660256410257,0.5729938381680492,0.6936858155208389,0.5825632689202033,0.6610942589881649
W0-bN-zero,True,position,front,24,29,0.9787660256410257,0.5881737140073066,0.6451867655319575,0.5825632689202033,0.6610942589881649
W0-bN-zero,True,position,front,24,43,0.9787660256410257,0.5865222545852541,0.6444101959116982,0.5825632689202033,0.6610942589881649
W0-bN-zero,True,position,middle,24,17,0.9787660256410257,0.5839691797555709,0.6825711508275266,0.5922276444603614,0.648050721143393
W0-bN-zero,True,position,middle,24,29,0.9787660256410257,0.5995592339472534,0.6308339610138148,0.5922276444603614,0.648050721143393
W0-bN-zero,True,position,middle,24,43,0.9787660256410257,0.5931545196782596,0.6307470515888375,0.5922276444603614,0.648050721143393
W0-bN-zero,True,position,random,24,17,0.9787660256410257,0.579285537834609,0.6869843226020268,0.5873944067600471,0.652818610225515
W0-bN-zero,True,position,random,24,29,0.9787660256410257,0.5944511343643433,0.6362433047915512,0.5873944067600471,0.652818610225515
W0-bN-zero,True,position,random,24,43,0.9787660256410257,0.588446548081189,0.6352282032829671,0.5873944067600471,0.652818610225515
W0-bN-p02,True,modality,A,16,17,0.992445054945055,0.5919548165488439,0.6806186198643008,0.5987457491004903,0.6445943788764317
W0-bN-p02,True,modality,A,16,29,0.992445054945055,0.6075559324692271,0.6244461444764053,0.5987457491004903,0.6445943788764317
W0-bN-p02,True,modality,A,16,43,0.992445054945055,0.5967264982833999,0.6287183722885887,0.5987457491004903,0.6445943788764317
W0-bN-p02,True,modality,AV,16,17,0.9625686813186813,0.5927855378765663,0.6813647444570408,0.5973880846694346,0.6446417188554268
W0-bN-p02,True,modality,AV,16,29,0.9625686813186813,0.6033977835277003,0.6239746259506895,0.5973880846694346,0.6446417188554268
W0-bN-p02,True,modality,AV,16,43,0.9625686813186813,0.5959809326040372,0.62858578615855,0.5973880846694346,0.6446417188554268
W0-bN-p02,True,modality,T,16,17,1.0,0.5651211411454513,0.6987696919251782,0.5768898028732576,0.6649240526595217
W0-bN-p02,True,modality,T,16,29,1.0,0.5858883717088974,0.6531272042306054,0.5768898028732576,0.6649240526595217
W0-bN-p02,True,modality,T,16,43,1.0,0.5796598957654242,0.6428752618227814,0.5768898028732576,0.6649240526595217
W0-bN-p02,True,modality,TA,16,17,0.992445054945055,0.564430309249343,0.7013358197267295,0.5751881176634875,0.6674712828194954
W0-bN-p02,True,modality,TA,16,29,0.992445054945055,0.5834095159528686,0.6550496544978059,0.5751881176634875,0.6674712828194954
W0-bN-p02,True,modality,TA,16,43,0.992445054945055,0.5777245277882509,0.6460283742339509,0.5751881176634875,0.6674712828194954
W0-bN-p02,True,modality,TV,16,17,0.9625686813186813,0.5637609409993005,0.6949629753959256,0.576085113038916,0.6627497235826495
W0-bN-p02,True,modality,TV,16,29,0.9625686813186813,0.5849393331685714,0.6508868667847792,0.576085113038916,0.6627497235826495
W0-bN-p02,True,modality,TV,16,43,0.9625686813186813,0.5795550649488759,0.6423993285672436,0.576085113038916,0.6627497235826495
W0-bN-p02,True,modality,V,16,17,0.9625686813186813,0.5953487453156244,0.6785860256034609,0.5993455917807786,0.6428518047434078
W0-bN-p02,True,modality,V,16,29,0.9625686813186813,0.6061152848520147,0.6231540726503226,0.5993455917807786,0.6428518047434078
W0-bN-p02,True,modality,V,16,43,0.9625686813186813,0.5965727451746967,0.6268153159764398,0.5993455917807786,0.6428518047434078
W0-bN-p02,True,rate,0.1,24,17,0.9809981684981685,0.5908799849948655,0.6807618581019458,0.5978427530384909,0.6451789379128251
W0-bN-p02,True,rate,0.1,24,29,0.9809981684981685,0.6048837470506536,0.6267378338115177,0.5978427530384909,0.6451789379128251
W0-bN-p02,True,rate,0.1,24,43,0.9809981684981685,0.5977645270699535,0.6280371218250117,0.5978427530384909,0.6451789379128251
W0-bN-p02,True,rate,0.3,24,17,0.9809981684981685,0.5854106959648374,0.6857192088952968,0.5934592551275418,0.6502005761046685
W0-bN-p02,True,rate,0.3,24,29,0.9809981684981685,0.6025600165641934,0.632644344937693,0.5934592551275418,0.6502005761046685
W0-bN-p02,True,rate,0.3,24,43,0.9809981684981685,0.5924070528535945,0.6322381744810158,0.5934592551275418,0.6502005761046685
W0-bN-p02,True,rate,0.5,24,17,0.9809981684981685,0.5745588630453565,0.6897214857898054,0.5838018565023878,0.6552492239138114
W0-bN-p02,True,rate,0.5,24,29,0.9809981684981685,0.5936179395247259,0.6397575820659983,0.5838018565023878,0.6552492239138114
W0-bN-p02,True,rate,0.5,24,43,0.9809981684981685,0.583228766937081,0.6362686038856304,0.5838018565023878,0.6552492239138114
W0-bN-p02,True,rate,0.7,24,17,0.9720695970695972,0.5647514500850268,0.7008893651947092,0.5739911080824892,0.6675265697599836
W0-bN-p02,True,rate,0.7,24,29,0.9720695970695972,0.5798091113132802,0.654619284911863,0.5739911080824892,0.6675265697599836
W0-bN-p02,True,rate,0.7,24,43,0.9720695970695972,0.5774127628491608,0.6470710591733783,0.5739911080824892,0.6675265697599836
W0-bN-p02,True,position,back,24,17,0.9787660256410257,0.5774375336331382,0.693850629031365,0.5845561779213128,0.6561917173342157
W0-bN-p02,True,position,back,24,29,0.9787660256410257,0.588804797614609,0.6414950143897484,0.5845561779213128,0.6561917173342157
W0-bN-p02,True,position,back,24,43,0.9787660256410257,0.5874262025161912,0.6332295085815335,0.5845561779213128,0.6561917173342157
W0-bN-p02,True,position,front,24,17,0.9787660256410257,0.575110387061245,0.6936858155208389,0.5872964723173716,0.6610942589881649
W0-bN-p02,True,position,front,24,29,0.9787660256410257,0.5970510837909249,0.6451867655319575,0.5872964723173716,0.6610942589881649
W0-bN-p02,True,position,front,24,43,0.9787660256410257,0.589727946099945,0.6444101959116982,0.5872964723173716,0.6610942589881649
W0-bN-p02,True,position,middle,24,17,0.9787660256410257,0.5838977233931414,0.6825711508275266,0.5901772446297603,0.648050721143393
W0-bN-p02,True,position,middle,24,29,0.9787660256410257,0.5989596236750312,0.6308339610138148,0.5901772446297603,0.648050721143393
W0-bN-p02,True,position,middle,24,43,0.9787660256410257,0.5876743868211083,0.6307470515888375,0.5901772446297603,0.648050721143393
W0-bN-p02,True,position,random,24,17,0.9787660256410257,0.5791553500025617,0.6869843226020268,0.587065077882465,0.652818610225515
W0-bN-p02,True,position,random,24,29,0.9787660256410257,0.596055309372288,0.6362433047915512,0.587065077882465,0.652818610225515
W0-bN-p02,True,position,random,24,43,0.9787660256410257,0.5859845742725454,0.6352282032829671,0.587065077882465,0.652818610225515
W0-bN-p04,True,modality,A,16,17,0.992445054945055,0.5874385475294577,0.6806186198643008,0.5950008515436233,0.6445943788764317
W0-bN-p04,True,modality,A,16,29,0.992445054945055,0.6098418157601672,0.6244461444764053,0.5950008515436233,0.6445943788764317
W0-bN-p04,True,modality,A,16,43,0.992445054945055,0.5877221913412448,0.6287183722885887,0.5950008515436233,0.6445943788764317
W0-bN-p04,True,modality,AV,16,17,0.9625686813186813,0.5885992685273427,0.6813647444570408,0.59538431676987,0.6446417188554268
W0-bN-p04,True,modality,AV,16,29,0.9625686813186813,0.6080612837755749,0.6239746259506895,0.59538431676987,0.6446417188554268
W0-bN-p04,True,modality,AV,16,43,0.9625686813186813,0.5894923980066924,0.62858578615855,0.59538431676987,0.6446417188554268
W0-bN-p04,True,modality,T,16,17,1.0,0.5655870675840817,0.6987696919251782,0.5739304291909998,0.6649240526595217
W0-bN-p04,True,modality,T,16,29,1.0,0.5837748297945788,0.6531272042306054,0.5739304291909998,0.6649240526595217
W0-bN-p04,True,modality,T,16,43,1.0,0.5724293901943388,0.6428752618227814,0.5739304291909998,0.6649240526595217
W0-bN-p04,True,modality,TA,16,17,0.992445054945055,0.5646391292023295,0.7013358197267295,0.572863071165299,0.6674712828194954
W0-bN-p04,True,modality,TA,16,29,0.992445054945055,0.5830327892184576,0.6550496544978059,0.572863071165299,0.6674712828194954
W0-bN-p04,True,modality,TA,16,43,0.992445054945055,0.5709172950751101,0.6460283742339509,0.572863071165299,0.6674712828194954
W0-bN-p04,True,modality,TV,16,17,0.9625686813186813,0.5638571322035782,0.6949629753959256,0.5730916504330951,0.6627497235826495
W0-bN-p04,True,modality,TV,16,29,0.9625686813186813,0.5847852714420656,0.6508868667847792,0.5730916504330951,0.6627497235826495
W0-bN-p04,True,modality,TV,16,43,0.9625686813186813,0.5706325476536411,0.6423993285672436,0.5730916504330951,0.6627497235826495
W0-bN-p04,True,modality,V,16,17,0.9625686813186813,0.5863404227069012,0.6785860256034609,0.5959499439700408,0.6428518047434078
W0-bN-p04,True,modality,V,16,29,0.9625686813186813,0.6129772456550691,0.6231540726503226,0.5959499439700408,0.6428518047434078
W0-bN-p04,True,modality,V,16,43,0.9625686813186813,0.588532163548152,0.6268153159764398,0.5959499439700408,0.6428518047434078
W0-bN-p04,True,rate,0.1,24,17,0.9809981684981685,0.5840282360485497,0.6807618581019458,0.5933946720359119,0.6451789379128251
W0-bN-p04,True,rate,0.1,24,29,0.9809981684981685,0.6090098237809106,0.6267378338115177,0.5933946720359119,0.6451789379128251
W0-bN-p04,True,rate,0.1,24,43,0.9809981684981685,0.5871459562782755,0.6280371218250117,0.5933946720359119,0.6451789379128251
W0-bN-p04,True,rate,0.3,24,17,0.9809981684981685,0.5829676310247616,0.6857192088952968,0.5919238695384739,0.6502005761046685
W0-bN-p04,True,rate,0.3,24,29,0.9809981684981685,0.6059088205978128,0.632644344937693,0.5919238695384739,0.6502005761046685
W0-bN-p04,True,rate,0.3,24,43,0.9809981684981685,0.5868951569928472,0.6322381744810158,0.5919238695384739,0.6502005761046685
W0-bN-p04,True,rate,0.5,24,17,0.9809981684981685,0.5736460517371808,0.6897214857898054,0.5818243068622085,0.6552492239138114
W0-bN-p04,True,rate,0.5,24,29,0.9809981684981685,0.595270664619011,0.6397575820659983,0.5818243068622085,0.6552492239138114
W0-bN-p04,True,rate,0.5,24,43,0.9809981684981685,0.5765562042304336,0.6362686038856304,0.5818243068622085,0.6552492239138114
W0-bN-p04,True,rate,0.7,24,17,0.9720695970695972,0.5636657930253022,0.7008893651947092,0.5703373269453577,0.6675265697599836
W0-bN-p04,True,rate,0.7,24,29,0.9720695970695972,0.5781261814328743,0.654619284911863,0.5703373269453577,0.6675265697599836
W0-bN-p04,True,rate,0.7,24,43,0.9720695970695972,0.5692200063778964,0.6470710591733783,0.5703373269453577,0.6675265697599836
W0-bN-p04,True,position,back,24,17,0.9787660256410257,0.5743574040016343,0.693850629031365,0.5824839348868247,0.6561917173342157
W0-bN-p04,True,position,back,24,29,0.9787660256410257,0.591350446087008,0.6414950143897484,0.5824839348868247,0.6561917173342157
W0-bN-p04,True,position,back,24,43,0.9787660256410257,0.5817439545718319,0.6332295085815335,0.5824839348868247,0.6561917173342157
W0-bN-p04,True,position,front,24,17,0.9787660256410257,0.5742457211943203,0.6936858155208389,0.5870303912130852,0.6610942589881649
W0-bN-p04,True,position,front,24,29,0.9787660256410257,0.6028854012181462,0.6451867655319575,0.5870303912130852,0.6610942589881649
W0-bN-p04,True,position,front,24,43,0.9787660256410257,0.5839600512267892,0.6444101959116982,0.5870303912130852,0.6610942589881649
W0-bN-p04,True,position,middle,24,17,0.9787660256410257,0.57925149399891,0.6825711508275266,0.584126216416828,0.648050721143393
W0-bN-p04,True,position,middle,24,29,0.9787660256410257,0.5976888097317058,0.6308339610138148,0.584126216416828,0.648050721143393
W0-bN-p04,True,position,middle,24,43,0.9787660256410257,0.5754383455198685,0.6307470515888375,0.584126216416828,0.648050721143393
W0-bN-p04,True,position,random,24,17,0.9787660256410257,0.5764530926409297,0.6869843226020268,0.5838396328652139,0.652818610225515
W0-bN-p04,True,position,random,24,29,0.9787660256410257,0.5963908333937488,0.6362433047915512,0.5838396328652139,0.652818610225515
W0-bN-p04,True,position,random,24,43,0.9787660256410257,0.5786749725609633,0.6352282032829671,0.5838396328652139,0.652818610225515
W1-bN-m04,True,modality,A,16,17,0.992445054945055,0.5728946880248951,0.6184329031589236,0.5671185154177658,0.6139217321751891
W1-bN-m04,True,modality,A,16,29,0.992445054945055,0.56160443731746,0.6130139361664008,0.5671185154177658,0.6139217321751891
W1-bN-m04,True,modality,A,16,43,0.992445054945055,0.5668564209109423,0.6103183572002429,0.5671185154177658,0.6139217321751891
W1-bN-m04,True,modality,AV,16,17,0.9625686813186813,0.5684664754895118,0.6184329031512479,0.5663896227390008,0.6139217321270025
W1-bN-m04,True,modality,AV,16,29,0.9625686813186813,0.5629287472583555,0.6130139361817523,0.5663896227390008,0.6139217321270025
W1-bN-m04,True,modality,AV,16,43,0.9625686813186813,0.5677736454691353,0.6103183570480074,0.5663896227390008,0.6139217321270025
W1-bN-m04,True,modality,T,16,17,1.0,0.5558888033888978,0.639340677828461,0.5599716131917788,0.6402069909629664
W1-bN-m04,True,modality,T,16,29,1.0,0.564717152365514,0.6372074867249833,0.5599716131917788,0.6402069909629664
W1-bN-m04,True,modality,T,16,43,1.0,0.5593088838209246,0.644072808335455,0.5599716131917788,0.6402069909629664
W1-bN-m04,True,modality,TA,16,17,0.992445054945055,0.5548353125279105,0.6385017712964627,0.5602016966347301,0.6388863670694135
W1-bN-m04,True,modality,TA,16,29,0.992445054945055,0.5656199872158139,0.6365266089874057,0.5602016966347301,0.6388863670694135
W1-bN-m04,True,modality,TA,16,43,0.992445054945055,0.5601497901604658,0.641630720924372,0.5602016966347301,0.6388863670694135
W1-bN-m04,True,modality,TV,16,17,0.9625686813186813,0.5578269742969577,0.6352105802837056,0.5607111460936754,0.6365797930611434
W1-bN-m04,True,modality,TV,16,29,0.9625686813186813,0.5627022425765822,0.6342419503933863,0.5607111460936754,0.6365797930611434
W1-bN-m04,True,modality,TV,16,43,0.9625686813186813,0.5616042214074863,0.6402868485063384,0.5607111460936754,0.6365797930611434
W1-bN-m04,True,modality,V,16,17,0.9625686813186813,0.5747044620063523,0.6184329031512479,0.5698889634216403,0.6139217321270025
W1-bN-m04,True,modality,V,16,29,0.9625686813186813,0.5661796806629871,0.6130139361817523,0.5698889634216403,0.6139217321270025
W1-bN-m04,True,modality,V,16,43,0.9625686813186813,0.5687827475955813,0.6103183570480074,0.5698889634216403,0.6139217321270025
W1-bN-m04,True,rate,0.1,24,17,0.9809981684981685,0.5679569590894139,0.6217894645266576,0.5652505858288746,0.6171981057895908
W1-bN-m04,True,rate,0.1,24,29,0.9809981684981685,0.5617915451545862,0.6170272291605509,0.5652505858288746,0.6171981057895908
W1-bN-m04,True,rate,0.1,24,43,0.9809981684981685,0.5660032532426237,0.6127776236815639,0.5652505858288746,0.6171981057895908
W1-bN-m04,True,rate,0.3,24,17,0.9809981684981685,0.5677759828804368,0.6233135709973308,0.566394751729599,0.6205768941549871
W1-bN-m04,True,rate,0.3,24,29,0.9809981684981685,0.5658154720120971,0.6204900153154821,0.566394751729599,0.6205768941549871
W1-bN-m04,True,rate,0.3,24,43,0.9809981684981685,0.5655928002962628,0.6179270961521482,0.566394751729599,0.6205768941549871
W1-bN-m04,True,rate,0.5,24,17,0.9809981684981685,0.562870464846139,0.6267433865748729,0.5633486537271221,0.6254251695845663
W1-bN-m04,True,rate,0.5,24,29,0.9809981684981685,0.5641927049385472,0.6243949500839778,0.5633486537271221,0.6254251695845663
W1-bN-m04,True,rate,0.5,24,43,0.9809981684981685,0.5629827913966801,0.6251371720948481,0.5633486537271221,0.6254251695845663
W1-bN-m04,True,rate,0.7,24,17,0.9720695970695972,0.557807737007027,0.6403880704811711,0.5611937137134652,0.6417587288193342
W1-bN-m04,True,rate,0.7,24,29,0.9720695970695972,0.5640351094925781,0.636099708530443,0.5611937137134652,0.6417587288193342
W1-bN-m04,True,rate,0.7,24,43,0.9720695970695972,0.5617382946407906,0.6487884074463887,0.5611937137134652,0.6417587288193342
W1-bN-m04,True,position,back,24,17,0.9787660256410257,0.5630532393693753,0.6301156505091817,0.5622346263074425,0.6285991767093974
W1-bN-m04,True,position,back,24,29,0.9787660256410257,0.5603859104296506,0.630888156889741,0.5622346263074425,0.6285991767093974
W1-bN-m04,True,position,back,24,43,0.9787660256410257,0.5632647291233015,0.6247937227292694,0.5622346263074425,0.6285991767093974
W1-bN-m04,True,position,front,24,17,0.9787660256410257,0.5573056275539828,0.6331554310601839,0.5554401746878602,0.6297040039035993
W1-bN-m04,True,position,front,24,29,0.9787660256410257,0.5543691394637932,0.6280949865163815,0.5554401746878602,0.6297040039035993
W1-bN-m04,True,position,front,24,43,0.9787660256410257,0.5546457570458049,0.6278615941342324,0.5554401746878602,0.6297040039035993
W1-bN-m04,True,position,middle,24,17,0.9787660256410257,0.5700104818561275,0.6226174504790833,0.5727475128989322,0.6218815071744105
W1-bN-m04,True,position,middle,24,29,0.9787660256410257,0.5756936448708231,0.6172083064257394,0.5727475128989322,0.6218815071744105
W1-bN-m04,True,position,middle,24,43,0.9787660256410257,0.5725384119698459,0.6258187646184085,0.5727475128989322,0.6218815071744105
W1-bN-m04,True,position,random,24,17,0.9787660256410257,0.5660417950435311,0.6263459605315835,0.5657653911048258,0.6247742105610713
W1-bN-m04,True,position,random,24,29,0.9787660256410257,0.5653861368335416,0.6218204532585917,0.5657653911048258,0.6247742105610713
W1-bN-m04,True,position,random,24,43,0.9787660256410257,0.565868241437405,0.6261562178930385,0.5657653911048258,0.6247742105610713
W1-bN-m02,True,modality,A,16,17,0.992445054945055,0.5847682898033504,0.6184329031589236,0.5817100727601621,0.6139217321751891
W1-bN-m02,True,modality,A,16,29,0.992445054945055,0.5748085834934367,0.6130139361664008,0.5817100727601621,0.6139217321751891
W1-bN-m02,True,modality,A,16,43,0.992445054945055,0.5855533449836993,0.6103183572002429,0.5817100727601621,0.6139217321751891
W1-bN-m02,True,modality,AV,16,17,0.9625686813186813,0.5826805018242895,0.6184329031512479,0.5819445814807319,0.6139217321270025
W1-bN-m02,True,modality,AV,16,29,0.9625686813186813,0.576808811364896,0.6130139361817523,0.5819445814807319,0.6139217321270025
W1-bN-m02,True,modality,AV,16,43,0.9625686813186813,0.5863444312530103,0.6103183570480074,0.5819445814807319,0.6139217321270025
W1-bN-m02,True,modality,T,16,17,1.0,0.5607341131006117,0.639340677828461,0.5705068781501027,0.6402069909629664
W1-bN-m02,True,modality,T,16,29,1.0,0.5762205253633665,0.6372074867249833,0.5705068781501027,0.6402069909629664
W1-bN-m02,True,modality,T,16,43,1.0,0.57456599598633,0.644072808335455,0.5705068781501027,0.6402069909629664
W1-bN-m02,True,modality,TA,16,17,0.992445054945055,0.5586947588700835,0.6385017712964627,0.5688204480384006,0.6388863670694135
W1-bN-m02,True,modality,TA,16,29,0.992445054945055,0.5752379792200124,0.6365266089874057,0.5688204480384006,0.6388863670694135
W1-bN-m02,True,modality,TA,16,43,0.992445054945055,0.572528606025106,0.641630720924372,0.5688204480384006,0.6388863670694135
W1-bN-m02,True,modality,TV,16,17,0.9625686813186813,0.5630230807480124,0.6352105802837056,0.5713965444602015,0.6365797930611434
W1-bN-m02,True,modality,TV,16,29,0.9625686813186813,0.5745323656188285,0.6342419503933863,0.5713965444602015,0.6365797930611434
W1-bN-m02,True,modality,TV,16,43,0.9625686813186813,0.5766341870137637,0.6402868485063384,0.5713965444602015,0.6365797930611434
W1-bN-m02,True,modality,V,16,17,0.9625686813186813,0.5871252363530769,0.6184329031512479,0.5853095213512621,0.6139217321270025
W1-bN-m02,True,modality,V,16,29,0.9625686813186813,0.5797465625865388,0.6130139361817523,0.5853095213512621,0.6139217321270025
W1-bN-m02,True,modality,V,16,43,0.9625686813186813,0.5890567651141706,0.6103183570480074,0.5853095213512621,0.6139217321270025
W1-bN-m02,True,rate,0.1,24,17,0.9809981684981685,0.5834071869406828,0.6217894645266576,0.5816561045485878,0.6171981057895908
W1-bN-m02,True,rate,0.1,24,29,0.9809981684981685,0.5765765761551406,0.6170272291605509,0.5816561045485878,0.6171981057895908
W1-bN-m02,True,rate,0.1,24,43,0.9809981684981685,0.5849845505499404,0.6127776236815639,0.5816561045485878,0.6171981057895908
W1-bN-m02,True,rate,0.3,24,17,0.9809981684981685,0.5759856530996831,0.6233135709973308,0.5802470549163526,0.6205768941549871
