configuration,complete,dimension,value,nominal_conditions,seed,mean_coverage,macro_F1,MAE,macro_F1_mean,MAE_mean
M2,True,rate,0.7,24,43,0.9720695970695972,0.5927983316393218,0.6510940669912207,0.5923380090300778,0.6384975975271097
M2,True,position,back,24,17,0.9787660256410257,0.6027235928864884,0.6134861753542434,0.6038279052097495,0.6165404847789268
M2,True,position,back,24,29,0.9787660256410257,0.5960578482409009,0.6175665227394761,0.6038279052097495,0.6165404847789268
M2,True,position,back,24,43,0.9787660256410257,0.6127022745018592,0.6185687562430605,0.6038279052097495,0.6165404847789268
M2,True,position,front,24,17,0.9787660256410257,0.6124702750944786,0.6167466348898805,0.6100727451961275,0.6240482253428942
M2,True,position,front,24,29,0.9787660256410257,0.6078742169515651,0.6185864787934366,0.6100727451961275,0.6240482253428942
M2,True,position,front,24,43,0.9787660256410257,0.6098737435423389,0.6368115623453654,0.6100727451961275,0.6240482253428942
M2,True,position,middle,24,17,0.9787660256410257,0.607948459837183,0.6077443177913492,0.6073746501036825,0.615043945415847
M2,True,position,middle,24,29,0.9787660256410257,0.6075901209292941,0.6111856341462903,0.6073746501036825,0.615043945415847
M2,True,position,middle,24,43,0.9787660256410257,0.6065853695445703,0.6262018843099013,0.6073746501036825,0.615043945415847
M2,True,position,random,24,17,0.9787660256410257,0.6069438493815505,0.6117295204534706,0.6062932773371094,0.6185028317972896
M2,True,position,random,24,29,0.9787660256410257,0.6035440429012698,0.6158304191107856,0.6062932773371094,0.6185028317972896
M2,True,position,random,24,43,0.9787660256410257,0.6083919397285079,0.6279485558276127,0.6062932773371094,0.6185028317972896
M3,True,modality,A,16,17,0.992445054945055,0.6034670575761143,0.6031260084198001,0.599387877538975,0.6165973379757117
M3,True,modality,A,16,29,0.992445054945055,0.5983806545892522,0.6493178931096126,0.599387877538975,0.6165973379757117
M3,True,modality,A,16,43,0.992445054945055,0.5963159204515587,0.5973481123977223,0.599387877538975,0.6165973379757117
M3,True,modality,AV,16,17,0.9625686813186813,0.6044569251885613,0.6032587367133189,0.60017702980882,0.6162806969748242
M3,True,modality,AV,16,29,0.9625686813186813,0.6002292225476951,0.6483488811267967,0.60017702980882,0.6162806969748242
M3,True,modality,AV,16,43,0.9625686813186813,0.5958449416902037,0.5972344730843571,0.60017702980882,0.6162806969748242
