configuration,status,dimension,value,nominal_conditions,seed,mean_coverage,macro_F1,MAE
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,AV,16,17,0.9625686813186813,0.5964952650113701,0.6184329031512479
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,AV,16,29,0.9625686813186813,0.5919285839008207,0.6130139361817523
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,AV,16,43,0.9625686813186813,0.5982491053775812,0.6103183570480074
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,T,16,17,1.0,0.5821244491329252,0.639340677828461
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,T,16,29,1.0,0.5695125601748866,0.6372074867249833
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,T,16,43,1.0,0.5896829094586412,0.644072808335455
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TA,16,17,0.992445054945055,0.5814410873582336,0.6385017712964627
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TA,16,29,0.992445054945055,0.5727287725684092,0.6365266089874057
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TA,16,43,0.992445054945055,0.5901939532882132,0.641630720924372
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TV,16,17,0.9625686813186813,0.5819578556907797,0.6352105802837056
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TV,16,29,0.9625686813186813,0.5721309359827422,0.6342419503933863
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TV,16,43,0.9625686813186813,0.5920861077913118,0.6402868485063384
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,V,16,17,0.9625686813186813,0.5964952650113701,0.6184329031512479
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,V,16,29,0.9625686813186813,0.5919285839008207,0.6130139361817523
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,V,16,43,0.9625686813186813,0.5982491053775812,0.6103183570480074
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.1,24,17,0.9809981684981685,0.5915977243759442,0.6217894645266576
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.1,24,29,0.9809981684981685,0.5871822605055982,0.6170272291605509
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.1,24,43,0.9809981684981685,0.5968650371479614,0.6127776236815639
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.3,24,17,0.9809981684981685,0.5890243214837106,0.6233135709973308
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.3,24,29,0.9809981684981685,0.5844441298131607,0.6204900153154821
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.3,24,43,0.9809981684981685,0.5976561312605323,0.6179270961521482
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.5,24,17,0.9809981684981685,0.5888140014132472,0.6267433865748729
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.5,24,29,0.9809981684981685,0.5797894574876582,0.6243949500839778
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.5,24,43,0.9809981684981685,0.5943673353734288,0.6251371720948481
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.7,24,17,0.9720695970695972,0.5872367442044638,0.6403880704811711
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.7,24,29,0.9720695970695972,0.5753561658125829,0.636099708530443
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.7,24,43,0.9720695970695972,0.5889183539986841,0.6487884074463887
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,back,24,17,0.9787660256410257,0.5858451678571371,0.6301156505091817
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,back,24,29,0.9787660256410257,0.5767078046213806,0.630888156889741
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,back,24,43,0.9787660256410257,0.5946760926123105,0.6247937227292694
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,front,24,17,0.9787660256410257,0.5844895678288274,0.6331554310601839
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,front,24,29,0.9787660256410257,0.5811259644183839,0.6280949865163815
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,front,24,43,0.9787660256410257,0.5884769520215279,0.6278615941342324
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,middle,24,17,0.9787660256410257,0.595512101313029,0.6226174504790833
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,middle,24,29,0.9787660256410257,0.5856108590665755,0.6172083064257394
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,middle,24,43,0.9787660256410257,0.5986996941156728,0.6258187646184085
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,random,24,17,0.9787660256410257,0.5908259544783722,0.6263459605315835
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,random,24,29,0.9787660256410257,0.5833273855126601,0.6218204532585917
B-T-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,random,24,43,0.9787660256410257,0.5959541190310954,0.6261562178930385
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,A,16,17,0.992445054945055,0.5918286157919018,0.6565257609923559
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,A,16,29,0.992445054945055,0.5932581274566998,0.6358142077539354
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,A,16,43,0.992445054945055,0.6132684170558608,0.6346937360497547
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,AV,16,17,0.9625686813186813,0.5918286157919018,0.6565257610332932
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,AV,16,29,0.9625686813186813,0.5932581274566998,0.6358142077948726
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,AV,16,43,0.9625686813186813,0.6132684170558608,0.6346937359832316
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,T,16,17,1.0,0.5714826585889187,0.6884714263014091
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,T,16,29,1.0,0.569962501969223,0.6638321488250097
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,T,16,43,1.0,0.58317428121538,0.6642482970184054
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TA,16,17,0.992445054945055,0.5732618872639562,0.6885773509087939
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TA,16,29,0.992445054945055,0.5713652178421111,0.6632662232524982
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TA,16,43,0.992445054945055,0.5858524200924288,0.6628463383915517
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TV,16,17,0.9625686813186813,0.575205635888607,0.6877661172836799
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TV,16,29,0.9625686813186813,0.5752106898786549,0.6605575291750838
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TV,16,43,0.9625686813186813,0.5882172887750117,0.6619176431673529
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,V,16,17,0.9625686813186813,0.5918286157919018,0.6565257610332932
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,V,16,29,0.9625686813186813,0.5932581274566998,0.6358142077948726
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,V,16,43,0.9625686813186813,0.6132684170558608,0.6346937359832316
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.1,24,17,0.9809981684981685,0.5870262904084258,0.6618724957398905
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.1,24,29,0.9809981684981685,0.5877652781447901,0.6394398630989252
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.1,24,43,0.9809981684981685,0.6073344251009918,0.6371362236516648
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.3,24,17,0.9809981684981685,0.5876686376967784,0.6669263006854561
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.3,24,29,0.9809981684981685,0.5873685256214621,0.6448836015903804
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.3,24,43,0.9809981684981685,0.6036836921723993,0.643575692551158
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.5,24,17,0.9809981684981685,0.5797467823577952,0.6747988540900245
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.5,24,29,0.9809981684981685,0.5794558946432388,0.6512640035684426
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.5,24,43,0.9809981684981685,0.5938811872909019,0.6500043350654726
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.7,24,17,0.9720695970695972,0.5758489756151256,0.6859971345198458
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.7,24,29,0.9720695970695972,0.5762854962972346,0.6611448814731001
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.7,24,43,0.9720695970695972,0.5931335229359757,0.6646794064607234
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,back,24,17,0.9787660256410257,0.5768428206528505,0.683611426208716
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,back,24,29,0.9787660256410257,0.5747174004808246,0.6500486634452171
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,back,24,43,0.9787660256410257,0.5923782419236783,0.6497221744113644
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,front,24,17,0.9787660256410257,0.5852007303830056,0.6774648687745727
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,front,24,29,0.9787660256410257,0.5821094551489759,0.6527872062032433
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,front,24,43,0.9787660256410257,0.6001235830969815,0.6520311222690204
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,middle,24,17,0.9787660256410257,0.5847774050800562,0.6609918315950444
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,middle,24,29,0.9787660256410257,0.590305476799979,0.6458433409335314
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,middle,24,43,0.9787660256410257,0.6055702526837438,0.645608829121923
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,random,24,17,0.9787660256410257,0.5834697299622128,0.6675266584568837
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,random,24,29,0.9787660256410257,0.583742862276946,0.6480531391488565
B-T-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,random,24,43,0.9787660256410257,0.5999607497958649,0.648033531926711
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,A,16,17,0.992445054945055,0.37147686010083597,0.7893209884257905
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,A,16,29,0.992445054945055,0.3534081312391026,0.7920545887747001
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,A,16,43,0.992445054945055,0.37325908057615376,0.7837403900053027
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,AV,16,17,0.9625686813186813,0.36107155433405197,0.7973176729898787
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,AV,16,29,0.9625686813186813,0.35618567791951133,0.7944753662359489
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,AV,16,43,0.9625686813186813,0.3725355833769784,0.790027331976306
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,T,16,17,1.0,0.37147686010083597,0.789320988586981
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,T,16,29,1.0,0.3534081312391026,0.7920545889051877
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,T,16,43,1.0,0.37325908057615376,0.7837403899618068
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TA,16,17,0.992445054945055,0.37147686010083597,0.7893209884257905
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TA,16,29,0.992445054945055,0.3534081312391026,0.7920545887747001
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TA,16,43,0.992445054945055,0.37325908057615376,0.7837403900053027
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TV,16,17,0.9625686813186813,0.35980679993160813,0.7972046330152387
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TV,16,29,0.9625686813186813,0.35616731532825635,0.7943889676248729
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TV,16,43,0.9625686813186813,0.3717569931236269,0.7901016057292196
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,V,16,17,0.9625686813186813,0.3600825286361553,0.7969413966770961
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,V,16,29,0.9625686813186813,0.35598365034800994,0.7942460276927661
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,V,16,43,0.9625686813186813,0.3722542817232972,0.789931477460117
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.1,24,17,0.9809981684981685,0.3690979765766928,0.7901086390706845
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.1,24,29,0.9809981684981685,0.3542958382019536,0.7916741727661116
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.1,24,43,0.9809981684981685,0.3722311263837517,0.7839155452446268
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.3,24,17,0.9809981684981685,0.36461822549656414,0.7919525796581687
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.3,24,29,0.9809981684981685,0.3535417137378911,0.7925122203976236
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.3,24,43,0.9809981684981685,0.37174344589231145,0.7857340993438174
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.5,24,17,0.9809981684981685,0.3649875208486158,0.7934632899908673
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.5,24,29,0.9809981684981685,0.3538284284153614,0.7929283059676981
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.5,24,43,0.9809981684981685,0.37437912485596425,0.7875009811851093
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.7,24,17,0.9720695970695972,0.3648905858810095,0.7974266033607963
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.7,24,29,0.9720695970695972,0.3573747111868508,0.7957347195406839
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.7,24,43,0.9720695970695972,0.37252903616954836,0.7903704309851497
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,back,24,17,0.9787660256410257,0.3597080414947746,0.7969020964199763
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,back,24,29,0.9787660256410257,0.353882431524051,0.7954618252820732
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,back,24,43,0.9787660256410257,0.37690150748561146,0.7895048240655979
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,front,24,17,0.9787660256410257,0.3681986557543206,0.7918481181647651
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,front,24,29,0.9787660256410257,0.3574440014555211,0.7933236323866307
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,front,24,43,0.9787660256410257,0.36950771363827517,0.7862451342844863
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,middle,24,17,0.9787660256410257,0.370256363609716,0.7914358329331802
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,middle,24,29,0.9787660256410257,0.35340122360179094,0.7911287671250338
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,middle,24,43,0.9787660256410257,0.3717493852131837,0.7850326558290339
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,random,24,17,0.9787660256410257,0.36543124794407117,0.7927650645625951
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,random,24,29,0.9787660256410257,0.35431303496069383,0.7929351938783795
B-V-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,random,24,43,0.9787660256410257,0.37272412696450546,0.7867384425795853
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,A,16,17,0.992445054945055,0.4103916170594723,0.7826655977090582
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,A,16,29,0.992445054945055,0.36946210878823377,0.7712189135310217
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,A,16,43,0.992445054945055,0.37615514446616877,0.7686148753374045
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,AV,16,17,0.9625686813186813,0.39644707963331216,0.7898184567374078
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,AV,16,29,0.9625686813186813,0.37178532612197673,0.777174585631629
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,AV,16,43,0.9625686813186813,0.3636499571898868,0.7753872045769297
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,T,16,17,1.0,0.4103916170594723,0.7826655979572403
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,T,16,29,1.0,0.36946210878823377,0.7712189134030928
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,T,16,43,1.0,0.37615514446616877,0.768614875370666
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TA,16,17,0.992445054945055,0.4103916170594723,0.7826655977090582
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TA,16,29,0.992445054945055,0.36946210878823377,0.7712189135310217
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TA,16,43,0.992445054945055,0.37615514446616877,0.7686148753374045
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TV,16,17,0.9625686813186813,0.3965141229113087,0.7902622694366286
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TV,16,29,0.9625686813186813,0.371130926243194,0.7771814557686162
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TV,16,43,0.9625686813186813,0.36291765358957434,0.7751724501953431
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,V,16,17,0.9625686813186813,0.39658045626431865,0.7901585345293342
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,V,16,29,0.9625686813186813,0.3710740461751472,0.7770769219304094
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,V,16,43,0.9625686813186813,0.36310986293716047,0.77511226900302
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.1,24,17,0.9809981684981685,0.40784724590623433,0.7832272872587659
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.1,24,29,0.9809981684981685,0.3677944608869412,0.7716028372785982
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.1,24,43,0.9809981684981685,0.37429032623240915,0.7688219403777806
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.3,24,17,0.9809981684981685,0.40351335347354694,0.7847272009744829
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.3,24,29,0.9809981684981685,0.3670875271038249,0.7734831329936033
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.3,24,43,0.9809981684981685,0.3693414804355273,0.7708293445346507
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.5,24,17,0.9809981684981685,0.40150432386928886,0.7870348616778089
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.5,24,29,0.9809981684981685,0.37259284184138136,0.7747234078309484
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.5,24,43,0.9809981684981685,0.3685130147752497,0.7721356125888849
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.7,24,17,0.9720695970695972,0.40094608340916743,0.7905013528080941
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.7,24,29,0.9720695970695972,0.37410958677119877,0.7769170910940439
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,nominal_supported_window_fraction,0.7,24,43,0.9720695970695972,0.3666171166335657,0.7758908023791956
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,back,24,17,0.9787660256410257,0.40389241236517265,0.7877532845544746
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,back,24,29,0.9787660256410257,0.3727477291077455,0.775255846083629
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,back,24,43,0.9787660256410257,0.37099922882830266,0.7732498376811172
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,front,24,17,0.9787660256410257,0.4020413363193341,0.7879562170013469
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,front,24,29,0.9787660256410257,0.36797362448658816,0.7755939339078441
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,front,24,43,0.9787660256410257,0.36918030657444206,0.7726891238130237
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,middle,24,17,0.9787660256410257,0.4022411555100654,0.7841830922230663
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,middle,24,29,0.9787660256410257,0.36953377088070605,0.7723227874543853
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,middle,24,43,0.9787660256410257,0.3685264698617557,0.7700943710865747
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,random,24,17,0.9787660256410257,0.40563610246366544,0.7855981089402638
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,random,24,29,0.9787660256410257,0.3713292921283064,0.7735539017513354
B-V-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,position,random,24,43,0.9787660256410257,0.37005593281225146,0.7716443672997961
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,A,16,17,0.992445054945055,0.5832516504740732,0.626315268921724
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,A,16,29,0.992445054945055,0.5967769933960602,0.6443854283554886
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,A,16,43,0.992445054945055,0.5895387064819533,0.6380530675423737
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,AV,16,17,0.9625686813186813,0.582354849439333,0.6249251695073572
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,AV,16,29,0.9625686813186813,0.5957043245717181,0.6415137448314291
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,AV,16,43,0.9625686813186813,0.5877688224308616,0.6707434528707248
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,T,16,17,1.0,0.5797704620209098,0.6403548293173527
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,T,16,29,1.0,0.5809691312248618,0.6621364370172699
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,T,16,43,1.0,0.5797018931123302,0.6356151780521812
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TA,16,17,0.992445054945055,0.5798515910723752,0.645778431289511
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TA,16,29,0.992445054945055,0.5807099079307311,0.6639067224466952
C0-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,target_modality_group,TA,16,43,0.992445054945055,0.5782609873560118,0.6337979247169282
