configuration,status,condition,target_modality_group,nominal_supported_window_fraction,position,random_replicates,eligible_count,total_count,coverage,CLEAN_ONCE_fallback_count,completed_seeds,macro_F1_mean,macro_F1_seed_sd_ddof1,MAE_mean,MAE_seed_sd_ddof1
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.1:front,TA,0.1,front,1,724,728,0.9945054945054945,4,17;29;43,0.6014015632552488,0.014478787789127725,0.6789158927672244,0.036852597924098035
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.1:middle,TA,0.1,middle,1,724,728,0.9945054945054945,4,17;29;43,0.5947294868133878,0.0043817064269600975,0.6726028386031401,0.031397740840107075
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.1:back,TA,0.1,back,1,724,728,0.9945054945054945,4,17;29;43,0.5980435864743799,0.012428727828072689,0.6834674249377594,0.045576876311280795
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.1:random,TA,0.1,random,3,724,728,0.9945054945054945,4,17;29;43,0.5981515607522956,0.014651921354872434,0.6754739122004146,0.03276075877597246
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:front,TA,0.3,front,1,724,728,0.9945054945054945,4,17;29;43,0.5985369722020671,0.01858572398381294,0.6956294364864224,0.038194685645420084
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:middle,TA,0.3,middle,1,724,728,0.9945054945054945,4,17;29;43,0.5979961933841386,0.01132906899780614,0.6714077546298457,0.02866559828683322
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:back,TA,0.3,back,1,724,728,0.9945054945054945,4,17;29;43,0.594105101218397,0.011383219780510668,0.6906353848559471,0.04322422291140164
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:random,TA,0.3,random,3,724,728,0.9945054945054945,4,17;29;43,0.6059386154753253,0.015061299822990055,0.6844691499546783,0.03114650737329021
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:front,TA,0.5,front,1,724,728,0.9945054945054945,4,17;29;43,0.5846617614989488,0.016662811893584678,0.7096402443149956,0.035707641680268576
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:middle,TA,0.5,middle,1,724,728,0.9945054945054945,4,17;29;43,0.5863771222437983,0.008915971643046493,0.6763900022416127,0.032765434869639315
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:back,TA,0.5,back,1,724,728,0.9945054945054945,4,17;29;43,0.5822205686100596,0.017086736124838804,0.6959122162861705,0.04254361854568439
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:random,TA,0.5,random,3,724,728,0.9945054945054945,4,17;29;43,0.5730849604932574,0.010625589354664289,0.6942462726620727,0.03306200512622025
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:front,TA,0.7,front,1,718,728,0.9862637362637363,10,17;29;43,0.5665527171950847,0.009699395795636173,0.7199514647183518,0.044598302315645585
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:middle,TA,0.7,middle,1,718,728,0.9862637362637363,10,17;29;43,0.5732957689064369,0.009714394093760242,0.6995032385217973,0.05441154736829695
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:back,TA,0.7,back,1,718,728,0.9862637362637363,10,17;29;43,0.5550035310220975,0.01097463401943196,0.7085344026105277,0.025599509952444057
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:random,TA,0.7,random,3,718,728,0.9862637362637363,10,17;29;43,0.5530725879494827,0.005248634467302773,0.7179231343186272,0.03525819913215286
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:front,TV,0.1,front,1,703,728,0.9656593406593407,25,17;29;43,0.5958968726591042,0.016498100977974422,0.677623106139802,0.0367911732115441
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:middle,TV,0.1,middle,1,703,728,0.9656593406593407,25,17;29;43,0.5974114218936478,0.006599938113566151,0.6727916672975597,0.03071232498231365
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:back,TV,0.1,back,1,703,728,0.9656593406593407,25,17;29;43,0.5980640276055857,0.013728614414113946,0.6830609300175126,0.044194555953907796
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:random,TV,0.1,random,3,703,728,0.9656593406593407,25,17;29;43,0.5973273162502117,0.013043414904760828,0.673290142283844,0.03179254790749084
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:front,TV,0.3,front,1,703,728,0.9656593406593407,25,17;29;43,0.5954627158302038,0.014254100398920232,0.6916215639091569,0.03644453271437907
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:middle,TV,0.3,middle,1,703,728,0.9656593406593407,25,17;29;43,0.6012653855511133,0.007801022016133227,0.6736463603924926,0.02728468608953882
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:back,TV,0.3,back,1,703,728,0.9656593406593407,25,17;29;43,0.5941249162474199,0.016350291501786456,0.6903123347604782,0.04067261511234294
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:random,TV,0.3,random,3,703,728,0.9656593406593407,25,17;29;43,0.595569533289217,0.014598748956383032,0.6774932201656796,0.030538863785261505
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.5:front,TV,0.5,front,1,703,728,0.9656593406593407,25,17;29;43,0.5874156450716573,0.012054089889993989,0.7042420470632337,0.03114997605685966
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.5:middle,TV,0.5,middle,1,703,728,0.9656593406593407,25,17;29;43,0.5879901828440127,0.010981947489609236,0.6806192324040685,0.031188150718328984
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.5:back,TV,0.5,back,1,703,728,0.9656593406593407,25,17;29;43,0.585966932222503,0.011973612915147239,0.6936811426058895,0.03791871840758751
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.5:random,TV,0.5,random,3,703,728,0.9656593406593407,25,17;29;43,0.583600409775583,0.013341628216569756,0.6865126641720859,0.02951188395748036
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.7:front,TV,0.7,front,1,694,728,0.9532967032967034,34,17;29;43,0.5763211716773727,0.011806273654119346,0.7128284714783995,0.03787440720984131
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.7:middle,TV,0.7,middle,1,694,728,0.9532967032967034,34,17;29;43,0.5712835675509096,0.02441223317842496,0.7022991264218965,0.04929462539607752
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.7:back,TV,0.7,back,1,694,728,0.9532967032967034,34,17;29;43,0.5603487944729711,0.00784399111177494,0.7084306595700319,0.024704602932409166
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.7:random,TV,0.7,random,3,694,728,0.9532967032967034,34,17;29;43,0.5630227936335171,0.013335279095153346,0.712185993114682,0.03809395060173962
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.1:front,AV,0.1,front,1,703,728,0.9656593406593407,25,17;29;43,0.6043199666309196,0.012473990651322079,0.6751798498920262,0.03429399988207006
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.1:middle,AV,0.1,middle,1,703,728,0.9656593406593407,25,17;29;43,0.5982974181093323,0.01112097272464381,0.6736397326774336,0.03357936592196682
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.1:back,AV,0.1,back,1,703,728,0.9656593406593407,25,17;29;43,0.603392512355918,0.008671008767328365,0.6744608427562082,0.03281316754595288
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.1:random,AV,0.1,random,3,703,728,0.9656593406593407,25,17;29;43,0.6013587012961191,0.01094418174604978,0.6743161456076968,0.033567431117105834
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.3:front,AV,0.3,front,1,703,728,0.9656593406593407,25,17;29;43,0.598463630465338,0.008277150851580551,0.677372967733084,0.0376645132270109
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.3:middle,AV,0.3,middle,1,703,728,0.9656593406593407,25,17;29;43,0.5939630554302677,0.01046923293765082,0.6729514155247558,0.033882971798526576
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.3:back,AV,0.3,back,1,703,728,0.9656593406593407,25,17;29;43,0.6010885164440706,0.0036261466800130994,0.6771883248105678,0.030371858461554827
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.3:random,AV,0.3,random,3,703,728,0.9656593406593407,25,17;29;43,0.5971234946000434,0.007434021120006275,0.6761355188064755,0.03364422227142384
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.5:front,AV,0.5,front,1,703,728,0.9656593406593407,25,17;29;43,0.5944101125933408,0.008849413074696074,0.6792230283077089,0.04116546960235789
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.5:middle,AV,0.5,middle,1,703,728,0.9656593406593407,25,17;29;43,0.5892737740505204,0.00578776087061515,0.6729467157381093,0.03484514345503284
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.5:back,AV,0.5,back,1,703,728,0.9656593406593407,25,17;29;43,0.6021942313627551,0.007951969126220008,0.6777654554945491,0.02888278458688281
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.5:random,AV,0.5,random,3,703,728,0.9656593406593407,25,17;29;43,0.5949158605913644,0.0045022866607035555,0.6764280767619842,0.036531408304558866
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.7:front,AV,0.7,front,1,694,728,0.9532967032967034,34,17;29;43,0.58613209738933,0.007196107479806486,0.6776184654199658,0.0429891483647406
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.7:middle,AV,0.7,middle,1,694,728,0.9532967032967034,34,17;29;43,0.5934316208663789,0.009820439857946858,0.674742294369122,0.03609011273694998
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.7:back,AV,0.7,back,1,694,728,0.9532967032967034,34,17;29;43,0.5919664101052051,0.014513418475391955,0.6795153474475614,0.02974059491519755
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.7:random,AV,0.7,random,3,694,728,0.9532967032967034,34,17;29;43,0.5866120212352598,0.006468024020423221,0.679713719931395,0.03643725617610576
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.1:front,T,0.1,front,1,728,728,1.0,0,17;29;43,0.5838927604848051,0.010158568160473228,0.6494352349921598,0.031654224736510084
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.1:middle,T,0.1,middle,1,728,728,1.0,0,17;29;43,0.6014067298964031,0.004451078577927018,0.6433067463231554,0.026958960366877966
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.1:back,T,0.1,back,1,728,728,1.0,0,17;29;43,0.5842800346244218,0.004266436289265108,0.6558120158334022,0.03366598799578092
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.1:random,T,0.1,random,3,728,728,1.0,0,17;29;43,0.5963171781866677,0.0047385810841059865,0.6453195115128405,0.030813424487016603
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.3:front,T,0.3,front,1,728,728,1.0,0,17;29;43,0.5713978536896954,0.01027219083096793,0.6680509587504643,0.03202383211302792
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.3:middle,T,0.3,middle,1,728,728,1.0,0,17;29;43,0.5930371050464439,0.02219992680169101,0.6454140860705161,0.029420914375117787
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.3:back,T,0.3,back,1,728,728,1.0,0,17;29;43,0.5768537222442432,0.004403412739517088,0.6599336286690431,0.032505930004389755
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.3:random,T,0.3,random,3,728,728,1.0,0,17;29;43,0.581303552031616,0.009326612471196373,0.6551079567804959,0.02992002827101459
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.5:front,T,0.5,front,1,728,728,1.0,0,17;29;43,0.5719724567400902,0.011026503355311208,0.6815789438575278,0.024606329097206378
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.5:middle,T,0.5,middle,1,728,728,1.0,0,17;29;43,0.5796885157097046,0.020471339950537196,0.6530826779047451,0.03195353491128258
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.5:back,T,0.5,back,1,728,728,1.0,0,17;29;43,0.5621251367347572,0.011674973165526214,0.6685460298804006,0.035350366919713855
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.5:random,T,0.5,random,3,728,728,1.0,0,17;29;43,0.5679867451250414,0.01228710295548516,0.6606606001796835,0.030445070811194175
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.7:front,T,0.7,front,1,728,728,1.0,0,17;29;43,0.5566573215386086,0.02330038039494617,0.7021269975725289,0.024299085071100946
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.7:middle,T,0.7,middle,1,728,728,1.0,0,17;29;43,0.5651207370812846,0.010458193294174231,0.6788338738734128,0.028622605852763047
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.7:back,T,0.7,back,1,728,728,1.0,0,17;29;43,0.5517714531066565,0.004990340942912742,0.6889682001697693,0.03727216449542106
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.7:random,T,0.7,random,3,728,728,1.0,0,17;29;43,0.5664309596317665,0.012995559001297138,0.6826073801822021,0.02417295086605239
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,A:0.1:front,A,0.1,front,1,724,728,0.9945054945054945,4,17;29;43,0.5986053565623869,0.0070939569834972405,0.6429481268780445,0.029498293011855494
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,A:0.1:middle,A,0.1,middle,1,724,728,0.9945054945054945,4,17;29;43,0.5989786741237041,0.003132593611870308,0.6409840440928114,0.030177128251427567
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,A:0.1:back,A,0.1,back,1,724,728,0.9945054945054945,4,17;29;43,0.6005734177582941,0.00764355253217207,0.6440499245619078,0.03204038535202391
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,A:0.1:random,A,0.1,random,3,724,728,0.9945054945054945,4,17;29;43,0.5981481013959776,0.004160430733947916,0.642830462672083,0.031039638671541466
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,A:0.3:front,A,0.3,front,1,724,728,0.9945054945054945,4,17;29;43,0.5950305024607557,0.0060682875715373326,0.6457062317518988,0.028978114261122234
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,A:0.3:middle,A,0.3,middle,1,724,728,0.9945054945054945,4,17;29;43,0.5996089281638061,0.005380105255895281,0.6411658657366438,0.03145444274238544
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,A:0.3:back,A,0.3,back,1,724,728,0.9945054945054945,4,17;29;43,0.597745184775836,0.00839701519498855,0.6446147123763198,0.03379102606389746
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,A:0.3:random,A,0.3,random,3,724,728,0.9945054945054945,4,17;29;43,0.5989592329241638,0.006872537583836849,0.6432726979663094,0.03201911000496198
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,A:0.5:front,A,0.5,front,1,724,728,0.9945054945054945,4,17;29;43,0.5932151328939467,0.0028725571702790014,0.6483797910367395,0.02735569420889472
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,A:0.5:middle,A,0.5,middle,1,724,728,0.9945054945054945,4,17;29;43,0.6005824775763555,0.010305612966969328,0.6406610347464895,0.03250829315183567
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,A:0.5:back,A,0.5,back,1,724,728,0.9945054945054945,4,17;29;43,0.590210432042133,0.013686862184005754,0.6444076551698003,0.03518916276374856
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,A:0.5:random,A,0.5,random,3,724,728,0.9945054945054945,4,17;29;43,0.595241850768438,0.009468775674706416,0.6449129125404521,0.03055144680972303
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,A:0.7:front,A,0.7,front,1,718,728,0.9862637362637363,10,17;29;43,0.5941940008282602,0.011303547717089687,0.6508094643983259,0.027016767596498757
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,A:0.7:middle,A,0.7,middle,1,718,728,0.9862637362637363,10,17;29;43,0.594200886458267,0.004573044190620273,0.6464403714349701,0.031369012393187214
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,A:0.7:back,A,0.7,back,1,718,728,0.9862637362637363,10,17;29;43,0.5922174855691622,0.010353307864027834,0.6459498383356288,0.03648092330777379
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,A:0.7:random,A,0.7,random,3,718,728,0.9862637362637363,10,17;29;43,0.5925685837883555,0.0072862612705366404,0.6463769283244811,0.03101978480124208
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,V:0.1:front,V,0.1,front,1,703,728,0.9656593406593407,25,17;29;43,0.5992103378341679,0.004172378924456939,0.6430017662831286,0.03118457145867334
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,V:0.1:middle,V,0.1,middle,1,703,728,0.9656593406593407,25,17;29;43,0.5991524653660316,0.006152441160902212,0.6424499131506095,0.031267152772405715
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,V:0.1:back,V,0.1,back,1,703,728,0.9656593406593407,25,17;29;43,0.6030818163577224,0.00460440017556683,0.6424423802597959,0.03063682090123094
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,V:0.1:random,V,0.1,random,3,703,728,0.9656593406593407,25,17;29;43,0.6015513394081555,0.00345584432763787,0.6423317121933992,0.03110445893769205
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,V:0.3:front,V,0.3,front,1,703,728,0.9656593406593407,25,17;29;43,0.5978704079443758,0.0056855129404016925,0.6439018075995321,0.03186921501275648
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,V:0.3:middle,V,0.3,middle,1,703,728,0.9656593406593407,25,17;29;43,0.5981229459026779,0.004521802283626008,0.6419626850996852,0.031234498691249536
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,V:0.3:back,V,0.3,back,1,703,728,0.9656593406593407,25,17;29;43,0.6046184720061741,0.002383753131169309,0.6432188536930017,0.02942715639391253
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,V:0.3:random,V,0.3,random,3,703,728,0.9656593406593407,25,17;29;43,0.601261950952973,0.00509795357069833,0.6436750502857921,0.03080164905154327
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,V:0.5:front,V,0.5,front,1,703,728,0.9656593406593407,25,17;29;43,0.5967534833973058,0.009451665519085708,0.6449325905801816,0.03302239308500985
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,V:0.5:middle,V,0.5,middle,1,703,728,0.9656593406593407,25,17;29;43,0.5977966821520765,0.003720385741525956,0.641489512534303,0.031082220469967444
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,V:0.5:back,V,0.5,back,1,703,728,0.9656593406593407,25,17;29;43,0.604623786686287,0.008450539957066964,0.6425445333769035,0.028384063496525457
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,V:0.5:random,V,0.5,random,3,703,728,0.9656593406593407,25,17;29;43,0.598192324720256,0.007947075382896879,0.643358026095794,0.0306102269523688
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,V:0.7:front,V,0.7,front,1,694,728,0.9532967032967034,34,17;29;43,0.5893348719092087,0.0019555580395710787,0.6421459594296591,0.03317739050115573
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,V:0.7:middle,V,0.7,middle,1,694,728,0.9532967032967034,34,17;29;43,0.5971706667491475,0.005029734748802715,0.6422796109452462,0.03287201791246255
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,V:0.7:back,V,0.7,back,1,694,728,0.9532967032967034,34,17;29;43,0.5980578721210431,0.0026097284059066477,0.642561358662903,0.027836624592425502
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,V:0.7:random,V,0.7,random,3,694,728,0.9532967032967034,34,17;29;43,0.5977391028601139,0.004367127346597006,0.6433331157045897,0.03163607489520475
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.1:front,TA,0.1,front,1,724,728,0.9945054945054945,4,17;29;43,0.5825413346181042,0.010434978435948549,0.648682849481915,0.030010616807220315
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.1:middle,TA,0.1,middle,1,724,728,0.9945054945054945,4,17;29;43,0.6003581259026408,0.0040423908325931245,0.641602017368457,0.02658085605567011
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.1:back,TA,0.1,back,1,724,728,0.9945054945054945,4,17;29;43,0.5789846660959307,0.0035048518566607634,0.6550525325373812,0.03402203297717008
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.1:random,TA,0.1,random,3,724,728,0.9945054945054945,4,17;29;43,0.5930739902222188,0.008665765482465506,0.6468394462710946,0.03218926500810682
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:front,TA,0.3,front,1,724,728,0.9945054945054945,4,17;29;43,0.5739740336103597,0.008282280332434798,0.671258547639256,0.030207279775543872
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:middle,TA,0.3,middle,1,724,728,0.9945054945054945,4,17;29;43,0.59397782483915,0.01794963823562714,0.6444558010631366,0.030530431757833883
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:back,TA,0.3,back,1,724,728,0.9945054945054945,4,17;29;43,0.5704990245421664,0.00794926382353742,0.6613158190939763,0.034475132130168215
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:random,TA,0.3,random,3,724,728,0.9945054945054945,4,17;29;43,0.5888481855177936,0.00887562040553196,0.6524706277216469,0.02908114161521305
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:front,TA,0.5,front,1,724,728,0.9945054945054945,4,17;29;43,0.5687004459587399,0.008728721165799869,0.6866394343122098,0.0192758921380563
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:middle,TA,0.5,middle,1,724,728,0.9945054945054945,4,17;29;43,0.5805303638946911,0.01865082130632089,0.6521175552486086,0.030973743458251005
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:back,TA,0.5,back,1,724,728,0.9945054945054945,4,17;29;43,0.5589307424589024,0.020531905148595743,0.6722230873896438,0.039178294861318345
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:random,TA,0.5,random,3,724,728,0.9945054945054945,4,17;29;43,0.5682032536222966,0.01673252824963246,0.6641033855114954,0.02653531684234919
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:front,TA,0.7,front,1,718,728,0.9862637362637363,10,17;29;43,0.5562400120434146,0.017429676295789377,0.711107711348002,0.02295292822084999
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:middle,TA,0.7,middle,1,718,728,0.9862637362637363,10,17;29;43,0.5753853515583481,0.0066131838074991465,0.6791300603032182,0.02655103615043389
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:back,TA,0.7,back,1,718,728,0.9862637362637363,10,17;29;43,0.545598273699527,0.01348824071850035,0.6924389983648256,0.03941529695943436
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:random,TA,0.7,random,3,718,728,0.9862637362637363,10,17;29;43,0.5495516539090198,0.012022395764191805,0.7001026514570604,0.029829348087803992
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:front,TV,0.1,front,1,703,728,0.9656593406593407,25,17;29;43,0.5827082828803615,0.007120609808444686,0.6488821722538617,0.03193369716571709
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:middle,TV,0.1,middle,1,703,728,0.9656593406593407,25,17;29;43,0.6040723340150858,0.010860641445279423,0.6429065011023594,0.028774879597592815
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:back,TV,0.1,back,1,703,728,0.9656593406593407,25,17;29;43,0.58514140310638,0.001441772820532488,0.6537995512889686,0.03243129961752222
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:random,TV,0.1,random,3,703,728,0.9656593406593407,25,17;29;43,0.594064940133925,0.008665872091984337,0.6416097722451126,0.031120584618535677
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:front,TV,0.3,front,1,703,728,0.9656593406593407,25,17;29;43,0.5759506540364231,0.011329849017517884,0.6694123439310949,0.03299330191749717
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:middle,TV,0.3,middle,1,703,728,0.9656593406593407,25,17;29;43,0.5984836545022721,0.011539377734905973,0.6441030561137858,0.029778014701974196
B-CAT-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:back,TV,0.3,back,1,703,728,0.9656593406593407,25,17;29;43,0.5764228994066597,0.002394548197743328,0.6596233483947939,0.030239698365689963
