configuration,status,condition,target_modality_group,nominal_supported_window_fraction,position,random_replicates,eligible_count,total_count,coverage,CLEAN_ONCE_fallback_count,seed,macro_F1,MAE
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.1:random,TA,0.1,random,3,724,728,0.9945054945054945,4,43,0.35166070004737277,0.8578775030035324
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:front,TA,0.3,front,1,724,728,0.9945054945054945,4,17,0.3612228537905085,0.8559650777046605
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:front,TA,0.3,front,1,724,728,0.9945054945054945,4,29,0.3652456132919422,0.8522180305065646
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:front,TA,0.3,front,1,724,728,0.9945054945054945,4,43,0.3556757962336297,0.8739236642620628
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:middle,TA,0.3,middle,1,724,728,0.9945054945054945,4,17,0.34791152623409644,0.856796218285396
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:middle,TA,0.3,middle,1,724,728,0.9945054945054945,4,29,0.3295286952736037,0.8381848936312983
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:middle,TA,0.3,middle,1,724,728,0.9945054945054945,4,43,0.37141462353466664,0.8730782615470222
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:back,TA,0.3,back,1,724,728,0.9945054945054945,4,17,0.3617785094864891,0.8579381631436542
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:back,TA,0.3,back,1,724,728,0.9945054945054945,4,29,0.3570214659504403,0.8503158028353617
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:back,TA,0.3,back,1,724,728,0.9945054945054945,4,43,0.3648203846479709,0.8688464439474046
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:random,TA,0.3,random,3,724,728,0.9945054945054945,4,17,0.3503096372283479,0.857850086579904
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:random,TA,0.3,random,3,724,728,0.9945054945054945,4,29,0.35024149852155545,0.8493218573587247
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.3:random,TA,0.3,random,3,724,728,0.9945054945054945,4,43,0.36102426736877974,0.8705593767810882
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:front,TA,0.5,front,1,724,728,0.9945054945054945,4,17,0.3636046625669647,0.8675792353315046
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:front,TA,0.5,front,1,724,728,0.9945054945054945,4,29,0.3463330807174292,0.8587739726456246
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:front,TA,0.5,front,1,724,728,0.9945054945054945,4,43,0.3675368063934072,0.8875776623589355
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:middle,TA,0.5,middle,1,724,728,0.9945054945054945,4,17,0.32756919415646574,0.8834767134354519
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:middle,TA,0.5,middle,1,724,728,0.9945054945054945,4,29,0.34584859473715995,0.8452126774532339
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:middle,TA,0.5,middle,1,724,728,0.9945054945054945,4,43,0.36219016405186616,0.8851308616388022
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:back,TA,0.5,back,1,724,728,0.9945054945054945,4,17,0.32421559236016123,0.880109018993028
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:back,TA,0.5,back,1,724,728,0.9945054945054945,4,29,0.33191723550467944,0.8677627741231885
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:back,TA,0.5,back,1,724,728,0.9945054945054945,4,43,0.3629167143457191,0.8993481566402217
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:random,TA,0.5,random,3,724,728,0.9945054945054945,4,17,0.3455746297838808,0.8715701573178677
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:random,TA,0.5,random,3,724,728,0.9945054945054945,4,29,0.3340517035447121,0.8534113485847973
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.5:random,TA,0.5,random,3,724,728,0.9945054945054945,4,43,0.35505753686585306,0.8788434617549067
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:front,TA,0.7,front,1,718,728,0.9862637362637363,10,17,0.34251620813169154,0.9215026291360398
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:front,TA,0.7,front,1,718,728,0.9862637362637363,10,29,0.3406096260952349,0.8850755268176327
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:front,TA,0.7,front,1,718,728,0.9862637362637363,10,43,0.3351666439290391,0.9401960817891989
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:middle,TA,0.7,middle,1,718,728,0.9862637362637363,10,17,0.33790919649014906,0.9081278638432895
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:middle,TA,0.7,middle,1,718,728,0.9862637362637363,10,29,0.35010701334718225,0.8669857777985182
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:middle,TA,0.7,middle,1,718,728,0.9862637362637363,10,43,0.36781322534024596,0.8939265401907276
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:back,TA,0.7,back,1,718,728,0.9862637362637363,10,17,0.3300641712645047,0.9078187607279927
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:back,TA,0.7,back,1,718,728,0.9862637362637363,10,29,0.3340366229762801,0.8977196477830108
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:back,TA,0.7,back,1,718,728,0.9862637362637363,10,43,0.3533796641019277,0.9142539617184942
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:random,TA,0.7,random,3,718,728,0.9862637362637363,10,17,0.3327142142502703,0.9291590508816622
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:random,TA,0.7,random,3,718,728,0.9862637362637363,10,29,0.33681964944519144,0.8898522291883003
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TA:0.7:random,TA,0.7,random,3,718,728,0.9862637362637363,10,43,0.3552864934537056,0.9293270502689349
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:front,TV,0.1,front,1,703,728,0.9656593406593407,25,17,0.3546529236013547,0.8443088904307813
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:front,TV,0.1,front,1,703,728,0.9656593406593407,25,29,0.37336044095057375,0.8384772639663745
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:front,TV,0.1,front,1,703,728,0.9656593406593407,25,43,0.36841356707030654,0.8522815196458275
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:middle,TV,0.1,middle,1,703,728,0.9656593406593407,25,17,0.3546529236013547,0.8443088904307813
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:middle,TV,0.1,middle,1,703,728,0.9656593406593407,25,29,0.37336044095057375,0.8384772639663745
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:middle,TV,0.1,middle,1,703,728,0.9656593406593407,25,43,0.36841356707030654,0.8522815196458275
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:back,TV,0.1,back,1,703,728,0.9656593406593407,25,17,0.3546529236013547,0.8443088904307813
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:back,TV,0.1,back,1,703,728,0.9656593406593407,25,29,0.37336044095057375,0.8384772639663745
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:back,TV,0.1,back,1,703,728,0.9656593406593407,25,43,0.36841356707030654,0.8522815196458275
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:random,TV,0.1,random,3,703,728,0.9656593406593407,25,17,0.3546529236013547,0.8443088904307813
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:random,TV,0.1,random,3,703,728,0.9656593406593407,25,29,0.37336044095057375,0.8384772639663746
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.1:random,TV,0.1,random,3,703,728,0.9656593406593407,25,43,0.36841356707030654,0.8522815196458277
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:front,TV,0.3,front,1,703,728,0.9656593406593407,25,17,0.3546529236013547,0.8443088904307813
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:front,TV,0.3,front,1,703,728,0.9656593406593407,25,29,0.37336044095057375,0.8384772639663745
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:front,TV,0.3,front,1,703,728,0.9656593406593407,25,43,0.36841356707030654,0.8522815196458275
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:middle,TV,0.3,middle,1,703,728,0.9656593406593407,25,17,0.3546529236013547,0.8443088904307813
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:middle,TV,0.3,middle,1,703,728,0.9656593406593407,25,29,0.37336044095057375,0.8384772639663745
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:middle,TV,0.3,middle,1,703,728,0.9656593406593407,25,43,0.36841356707030654,0.8522815196458275
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:back,TV,0.3,back,1,703,728,0.9656593406593407,25,17,0.3546529236013547,0.8443088904307813
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:back,TV,0.3,back,1,703,728,0.9656593406593407,25,29,0.37336044095057375,0.8384772639663745
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:back,TV,0.3,back,1,703,728,0.9656593406593407,25,43,0.36841356707030654,0.8522815196458275
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:random,TV,0.3,random,3,703,728,0.9656593406593407,25,17,0.3546529236013547,0.8443088904307813
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:random,TV,0.3,random,3,703,728,0.9656593406593407,25,29,0.37336044095057375,0.8384772639663746
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.3:random,TV,0.3,random,3,703,728,0.9656593406593407,25,43,0.36841356707030654,0.8522815196458277
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.5:front,TV,0.5,front,1,703,728,0.9656593406593407,25,17,0.3546529236013547,0.8443088904307813
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.5:front,TV,0.5,front,1,703,728,0.9656593406593407,25,29,0.37336044095057375,0.8384772639663745
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.5:front,TV,0.5,front,1,703,728,0.9656593406593407,25,43,0.36841356707030654,0.8522815196458275
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.5:middle,TV,0.5,middle,1,703,728,0.9656593406593407,25,17,0.3546529236013547,0.8443088904307813
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.5:middle,TV,0.5,middle,1,703,728,0.9656593406593407,25,29,0.37336044095057375,0.8384772639663745
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.5:middle,TV,0.5,middle,1,703,728,0.9656593406593407,25,43,0.36841356707030654,0.8522815196458275
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.5:back,TV,0.5,back,1,703,728,0.9656593406593407,25,17,0.3546529236013547,0.8443088904307813
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.5:back,TV,0.5,back,1,703,728,0.9656593406593407,25,29,0.37336044095057375,0.8384772639663745
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.5:back,TV,0.5,back,1,703,728,0.9656593406593407,25,43,0.36841356707030654,0.8522815196458275
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.5:random,TV,0.5,random,3,703,728,0.9656593406593407,25,17,0.3546529236013547,0.8443088904307813
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.5:random,TV,0.5,random,3,703,728,0.9656593406593407,25,29,0.37336044095057375,0.8384772639663746
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.5:random,TV,0.5,random,3,703,728,0.9656593406593407,25,43,0.36841356707030654,0.8522815196458277
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.7:front,TV,0.7,front,1,694,728,0.9532967032967034,34,17,0.3546529236013547,0.8443088904307813
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.7:front,TV,0.7,front,1,694,728,0.9532967032967034,34,29,0.37336044095057375,0.8384772639663745
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.7:front,TV,0.7,front,1,694,728,0.9532967032967034,34,43,0.36841356707030654,0.8522815196458275
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.7:middle,TV,0.7,middle,1,694,728,0.9532967032967034,34,17,0.3546529236013547,0.8443088904307813
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.7:middle,TV,0.7,middle,1,694,728,0.9532967032967034,34,29,0.37336044095057375,0.8384772639663745
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.7:middle,TV,0.7,middle,1,694,728,0.9532967032967034,34,43,0.36841356707030654,0.8522815196458275
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.7:back,TV,0.7,back,1,694,728,0.9532967032967034,34,17,0.3546529236013547,0.8443088904307813
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.7:back,TV,0.7,back,1,694,728,0.9532967032967034,34,29,0.37336044095057375,0.8384772639663745
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.7:back,TV,0.7,back,1,694,728,0.9532967032967034,34,43,0.36841356707030654,0.8522815196458275
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.7:random,TV,0.7,random,3,694,728,0.9532967032967034,34,17,0.3546529236013547,0.8443088904307813
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.7:random,TV,0.7,random,3,694,728,0.9532967032967034,34,29,0.37336044095057375,0.8384772639663746
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,TV:0.7:random,TV,0.7,random,3,694,728,0.9532967032967034,34,43,0.36841356707030654,0.8522815196458277
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.1:front,AV,0.1,front,1,703,728,0.9656593406593407,25,17,0.33903624247674413,0.8470275313945251
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.1:front,AV,0.1,front,1,703,728,0.9656593406593407,25,29,0.3640373873126486,0.8435843286173582
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.1:front,AV,0.1,front,1,703,728,0.9656593406593407,25,43,0.34585700237475026,0.8612812524914082
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.1:middle,AV,0.1,middle,1,703,728,0.9656593406593407,25,17,0.3391689749186444,0.8456497697988308
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.1:middle,AV,0.1,middle,1,703,728,0.9656593406593407,25,29,0.3569966272318265,0.8358711909335158
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.1:middle,AV,0.1,middle,1,703,728,0.9656593406593407,25,43,0.36069577940625264,0.8565602075589366
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.1:back,AV,0.1,back,1,703,728,0.9656593406593407,25,17,0.35270122034827917,0.8398292571887346
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.1:back,AV,0.1,back,1,703,728,0.9656593406593407,25,29,0.3641493331076268,0.8384388484840172
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.1:back,AV,0.1,back,1,703,728,0.9656593406593407,25,43,0.35778501914573796,0.8524416963866295
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.1:random,AV,0.1,random,3,703,728,0.9656593406593407,25,17,0.3437771388869484,0.8469229022709605
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.1:random,AV,0.1,random,3,703,728,0.9656593406593407,25,29,0.36350948743639816,0.8407897124552653
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.1:random,AV,0.1,random,3,703,728,0.9656593406593407,25,43,0.35844256686361115,0.8577593932467816
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.3:front,AV,0.3,front,1,703,728,0.9656593406593407,25,17,0.35662523044243266,0.8560984049681293
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.3:front,AV,0.3,front,1,703,728,0.9656593406593407,25,29,0.3668479427066805,0.8504854294176887
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.3:front,AV,0.3,front,1,703,728,0.9656593406593407,25,43,0.3572772199257672,0.870595155927611
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.3:middle,AV,0.3,middle,1,703,728,0.9656593406593407,25,17,0.3496865454552962,0.8584640466663757
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.3:middle,AV,0.3,middle,1,703,728,0.9656593406593407,25,29,0.3303261629474629,0.8379140939295822
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.3:middle,AV,0.3,middle,1,703,728,0.9656593406593407,25,43,0.37198391087384475,0.8740338214457541
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.3:back,AV,0.3,back,1,703,728,0.9656593406593407,25,17,0.3577370748622944,0.8589814528503077
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.3:back,AV,0.3,back,1,703,728,0.9656593406593407,25,29,0.3570214659504403,0.8501482479186961
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.3:back,AV,0.3,back,1,703,728,0.9656593406593407,25,43,0.3633731437941357,0.8676408991664725
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.3:random,AV,0.3,random,3,703,728,0.9656593406593407,25,17,0.34721755376989316,0.8557569669193295
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.3:random,AV,0.3,random,3,703,728,0.9656593406593407,25,29,0.3466617525769618,0.851308809415552
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.3:random,AV,0.3,random,3,703,728,0.9656593406593407,25,43,0.36380718526461503,0.8733951079152992
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.5:front,AV,0.5,front,1,703,728,0.9656593406593407,25,17,0.36446584194003045,0.8648798979396976
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.5:front,AV,0.5,front,1,703,728,0.9656593406593407,25,29,0.3487993487993488,0.8562252638745761
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.5:front,AV,0.5,front,1,703,728,0.9656593406593407,25,43,0.3667907071621331,0.8820418525902314
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.5:middle,AV,0.5,middle,1,703,728,0.9656593406593407,25,17,0.3260082770007589,0.8846192538665011
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.5:middle,AV,0.5,middle,1,703,728,0.9656593406593407,25,29,0.3466573381032214,0.8451694890549394
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.5:middle,AV,0.5,middle,1,703,728,0.9656593406593407,25,43,0.3661896163192651,0.8852236048794341
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.5:back,AV,0.5,back,1,703,728,0.9656593406593407,25,17,0.3249852552687524,0.8808227425166418
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.5:back,AV,0.5,back,1,703,728,0.9656593406593407,25,29,0.3326251905540089,0.8675517640246083
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.5:back,AV,0.5,back,1,703,728,0.9656593406593407,25,43,0.35839676166897066,0.8975315209661078
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.5:random,AV,0.5,random,3,703,728,0.9656593406593407,25,17,0.34040231634980306,0.87453750468014
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.5:random,AV,0.5,random,3,703,728,0.9656593406593407,25,29,0.3504486461523912,0.8540055383012896
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.5:random,AV,0.5,random,3,703,728,0.9656593406593407,25,43,0.35175194955155314,0.8897539798865196
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.7:front,AV,0.7,front,1,694,728,0.9532967032967034,34,17,0.3434879026903566,0.9215102291990271
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.7:front,AV,0.7,front,1,694,728,0.9532967032967034,34,29,0.3449260197848744,0.882832049814649
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.7:front,AV,0.7,front,1,694,728,0.9532967032967034,34,43,0.3415268653574772,0.9336134248624548
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.7:middle,AV,0.7,middle,1,694,728,0.9532967032967034,34,17,0.34016908349579883,0.9044242620339891
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.7:middle,AV,0.7,middle,1,694,728,0.9532967032967034,34,29,0.35095161900280775,0.8665927754693337
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.7:middle,AV,0.7,middle,1,694,728,0.9532967032967034,34,43,0.36925418900855916,0.896316558637229
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.7:back,AV,0.7,back,1,694,728,0.9532967032967034,34,17,0.32954576431165955,0.9075018204070607
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.7:back,AV,0.7,back,1,694,728,0.9532967032967034,34,29,0.33143051107851534,0.8971109855574668
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.7:back,AV,0.7,back,1,694,728,0.9532967032967034,34,43,0.3490088674507213,0.9127327426486063
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.7:random,AV,0.7,random,3,694,728,0.9532967032967034,34,17,0.3385816862974482,0.9120919168836159
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.7:random,AV,0.7,random,3,694,728,0.9532967032967034,34,29,0.3439665221292511,0.8810122520602611
B-A-zscore,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,AV:0.7:random,AV,0.7,random,3,694,728,0.9532967032967034,34,43,0.3470598734173585,0.9247357606605414
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.1:front,T,0.1,front,1,728,728,1.0,0,17,0.6134766544513973,0.6405191996981068
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.1:front,T,0.1,front,1,728,728,1.0,0,29,0.5823295027774402,0.7142831655059286
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.1:front,T,0.1,front,1,728,728,1.0,0,43,0.6036795845946644,0.6795742085401738
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.1:middle,T,0.1,middle,1,728,728,1.0,0,17,0.6044927940399908,0.6405667835201462
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.1:middle,T,0.1,middle,1,728,728,1.0,0,29,0.5906720270984763,0.7000904406246903
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.1:middle,T,0.1,middle,1,728,728,1.0,0,43,0.5987360351092622,0.6813109511078417
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.1:back,T,0.1,back,1,728,728,1.0,0,17,0.6099248017257658,0.6419875054705919
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.1:back,T,0.1,back,1,728,728,1.0,0,29,0.5873101908849132,0.7347065692141929
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.1:back,T,0.1,back,1,728,728,1.0,0,43,0.604137113288486,0.6767561981088854
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.1:random,T,0.1,random,3,728,728,1.0,0,17,0.6197940250417338,0.6409908573070372
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.1:random,T,0.1,random,3,728,728,1.0,0,29,0.5895825128502313,0.7054836431507749
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.1:random,T,0.1,random,3,728,728,1.0,0,43,0.6028077244206839,0.6844600867730267
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.3:front,T,0.3,front,1,728,728,1.0,0,17,0.615528922983389,0.6534117851651
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.3:front,T,0.3,front,1,728,728,1.0,0,29,0.5840820265897854,0.7224692064033601
B-CAT-identity,ALL_THREE_PRESPECIFIED_SEEDS_COMPLETED,T:0.3:front,T,0.3,front,1,728,728,1.0,0,43,0.5855652595439037,0.7012119751582229
